customer_id,age,tenure_months,monthly_charges,contract,churn
cust-1397,18,20,57.97,two-year,0
cust-1398,21,28,114.07,one-year,1
cust-1399,75,67,58.69,month-to-month,1
cust-1400,64,46,64.17,two-year,0
cust-1401,65,49,35.22,two-year,0
cust-1402,45,69,37.88,month-to-month,0
cust-1403,52,61,93.93,two-year,0
cust-1404,70,31,79.85,month-to-month,0
cust-1405,37,51,63.13,one-year,0
cust-1406,20,41,23.81,month-to-month,0
cust-1407,38,6,39.52,month-to-month,1
cust-1408,59,2,83.65,two-year,1
cust-1409,61,41,107.75,one-year,0
cust-1410,76,33,53.23,month-to-month,1
cust-1411,40,12,77.07,one-year,0
cust-1412,74,67,93.05,two-year,0
cust-1413,72,5,38.95,month-to-month,0
cust-1414,64,52,56.76,month-to-month,0
cust-1415,25,25,64.13,month-to-month,1
cust-1416,43,42,101.41,month-to-month,0
cust-1417,75,49,24.92,one-year,0
cust-1418,72,14,54.18,month-to-month,1
cust-1419,66,18,21.08,one-year,0
cust-1420,21,53,28.10,two-year,1
cust-1421,58,52,109.12,two-year,0
cust-1422,41,12,39.00,one-year,0
cust-1423,52,31,32.95,two-year,1
cust-1424,77,66,31.98,one-year,0
cust-1425,60,46,25.98,one-year,0
cust-1426,37,50,23.67,one-year,0
cust-1427,32,44,114.31,two-year,0
cust-1428,67,60,47.10,one-year,0
cust-1429,51,52,56.57,two-year,1
cust-1430,56,56,34.34,one-year,0
cust-1431,61,28,113.68,two-year,0
cust-1432,45,56,48.63,two-year,0
cust-1433,57,43,97.72,one-year,1
cust-1434,18,25,48.04,month-to-month,0
cust-1435,26,1,90.19,month-to-month,0
cust-1436,24,49,27.00,two-year,0
cust-1437,77,54,41.96,month-to-month,0
cust-1438,30,18,78.59,two-year,0
cust-1439,45,50,42.74,month-to-month,0
cust-1440,48,59,113.13,month-to-month,0
cust-1441,58,11,88.26,month-to-month,0
cust-1442,35,32,59.52,one-year,0
cust-1443,33,1,52.98,month-to-month,1
cust-1444,34,57,40.52,month-to-month,1
cust-1445,19,38,55.44,month-to-month,0
cust-1446,29,58,102.58,month-to-month,0
cust-1447,58,22,56.58,month-to-month,0
cust-1448,67,21,25.00,month-to-month,1
cust-1449,42,39,33.38,one-year,0
cust-1450,73,39,57.78,two-year,0
cust-1451,73,39,89.30,two-year,0
cust-1452,32,29,45.69,one-year,1
cust-1453,54,1,35.92,two-year,0
cust-1454,61,2,115.19,month-to-month,0
cust-1455,37,7,114.71,one-year,0
cust-1456,75,45,88.95,two-year,0
cust-1457,61,19,35.22,one-year,0
cust-1458,31,62,116.10,month-to-month,1
cust-1459,28,0,30.79,two-year,1
cust-1460,33,16,83.21,two-year,1
cust-1461,43,13,21.87,one-year,0
cust-1462,19,26,23.36,month-to-month,0
cust-1463,21,19,111.54,month-to-month,1
cust-1464,76,25,84.72,two-year,0
cust-1465,76,17,34.17,month-to-month,1
cust-1466,54,35,98.86,month-to-month,0
cust-1467,57,56,117.14,month-to-month,1
cust-1468,73,54,55.48,month-to-month,0
cust-1469,71,42,38.26,two-year,0
cust-1470,57,2,89.94,two-year,1
cust-1471,70,25,104.76,two-year,0
cust-1472,52,5,79.78,two-year,0
cust-1473,52,25,28.79,two-year,0
cust-1474,56,40,74.17,month-to-month,0
cust-1475,18,55,46.12,month-to-month,1
cust-1476,18,17,103.35,month-to-month,0
cust-1477,55,56,107.87,two-year,0
cust-1478,64,55,64.87,two-year,1
cust-1479,21,40,94.85,one-year,0
cust-1480,69,38,40.09,month-to-month,0
cust-1481,28,7,71.47,one-year,0
cust-1482,50,1,49.38,one-year,0
cust-1483,46,53,89.08,two-year,0
cust-1484,70,65,77.54,one-year,0
cust-1485,45,10,92.21,month-to-month,1
cust-1486,77,48,56.60,one-year,0
cust-1487,42,67,82.94,two-year,0
cust-1488,45,61,94.29,month-to-month,0
cust-1489,60,58,78.60,one-year,0
cust-1490,76,58,56.96,one-year,0
cust-1491,53,25,79.34,month-to-month,1
cust-1492,27,36,117.18,two-year,0
cust-1493,30,42,78.07,two-year,0
cust-1494,48,29,87.76,two-year,1
cust-1495,43,40,72.03,two-year,0
cust-1496,51,59,66.81,one-year,0
cust-1497,18,53,93.64,one-year,0
cust-1498,71,27,35.27,month-to-month,1
cust-1499,56,25,105.45,month-to-month,1
cust-1500,35,56,63.96,two-year,0
cust-1501,69,39,46.48,two-year,0
cust-1502,49,8,86.39,two-year,0
cust-1503,30,50,108.60,one-year,0
cust-1504,36,39,84.79,month-to-month,0
cust-1505,40,48,91.37,one-year,0
cust-1506,71,47,50.59,one-year,0
cust-1507,62,17,27.00,one-year,0
cust-1508,72,26,101.38,month-to-month,1
cust-1509,53,28,59.77,two-year,0
cust-1510,55,35,31.13,month-to-month,0
cust-1511,27,35,53.86,two-year,0
cust-1512,54,68,87.45,two-year,1
cust-1513,22,18,86.74,two-year,0
cust-1514,45,1,29.56,one-year,0
cust-1515,31,3,39.31,one-year,0
cust-1516,41,37,56.23,two-year,0
cust-1517,20,53,49.09,two-year,0
cust-1518,70,46,44.50,two-year,0
cust-1519,62,3,89.89,one-year,0
cust-1520,70,22,55.35,month-to-month,0
cust-1521,47,68,110.94,two-year,0
cust-1522,21,26,110.31,one-year,0
cust-1523,58,69,65.16,month-to-month,0
cust-1524,25,68,56.71,two-year,0
cust-1525,47,18,107.67,two-year,0
cust-1526,56,11,118.99,one-year,1
cust-1527,69,17,86.12,month-to-month,1
cust-1528,24,15,43.66,one-year,0
cust-1529,39,43,63.17,two-year,0
cust-1530,61,60,81.31,two-year,0
cust-1531,41,26,28.93,two-year,1
cust-1532,24,58,23.01,one-year,0
cust-1533,19,31,118.34,month-to-month,0
cust-1534,73,27,59.99,one-year,0
cust-1535,23,60,36.25,two-year,1
cust-1536,29,11,96.11,one-year,0
cust-1537,64,20,63.63,two-year,0
cust-1538,52,41,104.96,month-to-month,0
cust-1539,26,59,45.65,one-year,1
cust-1540,26,49,115.94,month-to-month,1
cust-1541,48,61,90.48,month-to-month,0
cust-1542,58,62,108.07,month-to-month,0
cust-1543,49,66,105.30,two-year,0
cust-1544,20,71,86.46,two-year,0
cust-1545,21,8,91.52,month-to-month,1
cust-1546,35,54,57.30,two-year,0
cust-1547,68,17,79.25,month-to-month,0
cust-1548,19,46,20.03,month-to-month,0
cust-1549,64,4,28.51,month-to-month,0
cust-1550,29,59,99.90,two-year,1
cust-1551,67,14,45.53,one-year,0
cust-1552,65,27,66.09,one-year,0
cust-1553,28,63,60.85,two-year,0
cust-1554,43,22,101.58,month-to-month,0
cust-1555,22,39,47.44,one-year,0
cust-1556,20,5,86.60,two-year,1
cust-1557,49,43,23.59,one-year,0
cust-1558,34,0,101.82,month-to-month,0
cust-1559,26,47,26.39,one-year,0
cust-1560,72,68,107.10,month-to-month,1
cust-1561,25,9,94.63,one-year,0
cust-1562,49,50,25.93,two-year,0
cust-1563,55,35,96.91,month-to-month,1
cust-1564,54,71,55.44,two-year,0
cust-1565,38,37,54.32,two-year,0
cust-1566,34,8,64.58,one-year,0
cust-1567,37,65,85.94,two-year,0
cust-1568,43,24,114.87,one-year,0
cust-1569,59,13,113.20,month-to-month,1
cust-1570,43,24,62.54,one-year,0
cust-1571,63,10,77.10,one-year,1
cust-1572,51,42,113.75,one-year,0
cust-1573,22,71,106.16,one-year,0
cust-1574,75,32,93.11,two-year,0
cust-1575,29,3,71.72,one-year,0
cust-1576,77,12,27.32,one-year,0
cust-1577,47,3,85.67,two-year,0
cust-1578,35,10,47.99,one-year,0
cust-1579,55,55,84.05,two-year,0
cust-1580,54,17,23.46,two-year,0
cust-1581,68,17,116.29,one-year,0
cust-1582,30,49,21.39,month-to-month,0
cust-1583,18,26,51.15,one-year,0
cust-1584,40,67,84.33,two-year,1
cust-1585,21,45,39.69,two-year,0
cust-1586,43,59,24.47,two-year,0
cust-1587,51,41,63.41,one-year,0
cust-1588,33,66,98.63,two-year,0
cust-1589,48,66,73.66,two-year,0
cust-1590,28,35,35.80,one-year,0
cust-1591,22,9,74.53,month-to-month,0
cust-1592,38,45,96.55,month-to-month,0
cust-1593,45,54,87.47,one-year,0
cust-1594,67,62,81.57,one-year,0
cust-1595,20,70,102.98,one-year,0
cust-1596,55,17,54.86,one-year,0
cust-1597,75,68,106.50,two-year,0
cust-1598,22,16,39.36,month-to-month,1
cust-1599,63,68,59.25,one-year,1
cust-1600,48,17,20.81,month-to-month,0
cust-1601,34,33,108.85,month-to-month,0
cust-1602,64,7,73.07,two-year,0
cust-1603,68,64,45.36,month-to-month,0
cust-1604,22,5,29.29,one-year,0
cust-1605,35,34,100.35,month-to-month,0
cust-1606,55,42,103.96,one-year,1
cust-1607,43,50,103.47,two-year,1
cust-1608,27,2,87.60,month-to-month,1
cust-1609,27,61,21.84,month-to-month,1
cust-1610,20,13,48.22,month-to-month,0
cust-1611,55,2,73.47,one-year,0
cust-1612,28,30,68.16,month-to-month,0
cust-1613,24,17,54.72,month-to-month,1
cust-1614,41,47,112.14,one-year,0
cust-1615,27,58,91.81,one-year,0
cust-1616,74,32,69.04,one-year,0
cust-1617,46,69,64.57,two-year,0
cust-1618,50,8,27.65,one-year,0
cust-1619,61,42,114.80,one-year,0
cust-1620,24,31,86.45,two-year,0
cust-1621,54,34,100.91,one-year,0
cust-1622,38,35,26.63,one-year,0
cust-1623,22,64,87.19,month-to-month,0
cust-1624,46,8,59.77,two-year,0
cust-1625,68,6,32.23,one-year,0
cust-1626,51,35,71.16,one-year,0
cust-1627,74,34,108.05,month-to-month,0
cust-1628,36,70,44.01,two-year,0
cust-1629,56,44,72.47,two-year,0
cust-1630,46,70,72.48,one-year,1
cust-1631,43,32,57.11,one-year,0
cust-1632,66,45,116.64,month-to-month,0
cust-1633,56,1,87.61,month-to-month,0
cust-1634,70,30,77.29,two-year,0
cust-1635,18,19,70.69,one-year,0
cust-1636,39,40,31.60,month-to-month,0
cust-1637,29,12,70.65,one-year,0
cust-1638,72,68,118.84,two-year,0
cust-1639,26,40,46.42,one-year,0
cust-1640,76,20,111.30,month-to-month,1
cust-1641,50,51,85.51,two-year,0
cust-1642,64,65,30.61,two-year,0
cust-1643,69,15,40.06,month-to-month,1
cust-1644,23,41,117.90,two-year,0
cust-1645,52,70,88.98,one-year,0
cust-1646,65,31,20.36,one-year,0
cust-1647,35,17,26.49,two-year,0
cust-1648,71,15,58.48,one-year,0
cust-1649,39,58,29.77,one-year,0
cust-1650,45,46,22.01,two-year,0
cust-1651,73,49,90.60,two-year,0
cust-1652,31,10,68.01,one-year,1
cust-1653,64,55,45.21,one-year,1
cust-1654,58,47,76.18,month-to-month,0
cust-1655,28,15,75.23,two-year,0
cust-1656,76,44,27.61,one-year,0
cust-1657,20,46,49.62,one-year,0
cust-1658,31,16,79.19,one-year,0
cust-1659,61,41,97.72,month-to-month,1
cust-1660,76,23,46.49,month-to-month,0
cust-1661,42,61,49.33,two-year,0
cust-1662,47,66,28.89,month-to-month,1
cust-1663,55,7,63.73,two-year,0
cust-1664,34,45,64.60,one-year,0
cust-1665,62,44,80.47,two-year,0
cust-1666,68,28,36.40,two-year,0
cust-1667,35,18,48.54,two-year,0
cust-1668,18,47,107.63,two-year,0
cust-1669,65,9,24.50,two-year,1
cust-1670,57,60,59.05,one-year,0
cust-1671,23,62,94.27,one-year,0
cust-1672,42,41,95.88,two-year,0
cust-1673,28,51,46.91,one-year,0
cust-1674,30,38,56.92,two-year,1
cust-1675,21,9,101.64,month-to-month,0
cust-1676,62,51,30.87,one-year,1
cust-1677,21,14,32.51,month-to-month,1
cust-1678,51,67,94.72,month-to-month,0
cust-1679,31,33,102.54,month-to-month,1
cust-1680,37,4,95.87,one-year,0
cust-1681,65,40,22.63,one-year,1
cust-1682,71,53,54.89,month-to-month,0
cust-1683,72,51,83.36,month-to-month,1
cust-1684,49,43,99.20,one-year,1
cust-1685,30,57,35.31,two-year,1
cust-1686,21,12,55.70,two-year,0
cust-1687,34,68,40.87,two-year,0
cust-1688,55,3,76.47,month-to-month,0
cust-1689,75,14,25.37,month-to-month,0
cust-1690,28,1,58.78,month-to-month,1
cust-1691,29,12,91.82,two-year,0
cust-1692,60,40,54.60,month-to-month,0
cust-1693,48,56,65.11,two-year,0
cust-1694,56,37,103.27,one-year,0
cust-1695,50,4,92.10,one-year,1
cust-1696,40,59,39.34,two-year,0
cust-1697,69,39,86.70,month-to-month,1
cust-1698,28,58,72.08,two-year,0
cust-1699,60,56,30.93,one-year,0
cust-1700,19,14,57.27,month-to-month,1
cust-1701,20,62,74.15,two-year,1
cust-1702,67,23,81.22,month-to-month,0
cust-1703,26,48,67.17,two-year,0
cust-1704,72,43,43.67,month-to-month,0
cust-1705,44,50,44.00,one-year,0
cust-1706,66,16,103.51,two-year,1
cust-1707,32,10,88.06,month-to-month,1
cust-1708,26,61,21.21,month-to-month,0
cust-1709,62,20,47.57,one-year,0
cust-1710,27,42,83.44,two-year,0
cust-1711,41,29,30.03,one-year,0
cust-1712,67,62,41.25,month-to-month,0
cust-1713,50,24,89.86,month-to-month,0
cust-1714,34,70,87.60,month-to-month,1
cust-1715,26,21,111.08,two-year,0
cust-1716,42,17,77.26,one-year,0
cust-1717,49,32,108.69,month-to-month,0
cust-1718,71,25,42.48,two-year,0
cust-1719,50,11,70.55,two-year,0
cust-1720,34,15,94.45,one-year,1
cust-1721,52,9,114.69,one-year,0
cust-1722,38,23,56.31,two-year,0
cust-1723,47,54,103.58,one-year,0
cust-1724,24,24,84.64,month-to-month,1
cust-1725,59,65,59.47,two-year,0
cust-1726,40,21,36.78,one-year,0
cust-1727,29,25,78.10,month-to-month,0
cust-1728,20,35,21.40,two-year,0
cust-1729,20,70,43.13,one-year,0
cust-1730,57,52,61.55,one-year,0
cust-1731,48,0,31.69,two-year,1
cust-1732,71,43,29.80,two-year,0
cust-1733,45,8,32.20,month-to-month,1
cust-1734,24,30,96.69,month-to-month,0
cust-1735,27,20,103.92,one-year,0
cust-1736,34,12,62.13,month-to-month,1
cust-1737,58,61,32.00,two-year,0
cust-1738,57,20,23.30,one-year,0
cust-1739,37,8,102.52,month-to-month,0
cust-1740,60,2,93.93,one-year,0
cust-1741,71,39,56.43,one-year,0
cust-1742,75,65,98.40,one-year,0
cust-1743,23,43,66.56,month-to-month,0
cust-1744,51,23,97.03,two-year,0
cust-1745,75,67,57.64,one-year,1
cust-1746,68,34,74.86,one-year,0
cust-1747,73,22,60.63,two-year,0
cust-1748,49,63,111.83,month-to-month,1
cust-1749,23,51,115.62,two-year,0
cust-1750,42,26,85.59,two-year,1
cust-1751,30,8,61.70,month-to-month,0
cust-1752,47,34,106.98,two-year,0
cust-1753,72,19,115.74,month-to-month,0
cust-1754,39,24,83.77,month-to-month,1
cust-1755,28,55,113.49,month-to-month,1
cust-1756,46,27,60.89,one-year,0
cust-1757,68,41,85.56,one-year,0
cust-1758,54,6,55.40,month-to-month,1
cust-1759,72,14,110.63,one-year,0
cust-1760,67,12,99.30,two-year,1
cust-1761,63,3,51.94,month-to-month,0
cust-1762,60,57,35.03,two-year,0
cust-1763,48,62,102.58,two-year,0
cust-1764,25,17,76.51,month-to-month,1
cust-1765,44,0,43.37,two-year,0
cust-1766,49,15,60.82,month-to-month,1
cust-1767,54,54,106.69,two-year,1
cust-1768,37,34,51.71,month-to-month,0
cust-1769,41,26,98.43,two-year,1
cust-1770,53,54,74.30,month-to-month,0
cust-1771,29,36,86.25,two-year,0
cust-1772,54,20,41.34,month-to-month,0
cust-1773,58,30,115.75,two-year,0
cust-1774,66,13,108.10,one-year,1
cust-1775,71,12,85.63,month-to-month,0
cust-1776,32,38,81.16,month-to-month,0
cust-1777,64,65,86.04,two-year,0
cust-1778,40,31,73.62,two-year,0
cust-1779,25,55,24.55,one-year,0
cust-1780,48,49,100.36,month-to-month,1
cust-1781,69,64,24.51,two-year,0
cust-1782,52,66,95.30,one-year,0
cust-1783,44,7,92.76,one-year,0
cust-1784,29,0,30.58,two-year,1
cust-1785,48,42,96.16,one-year,1
cust-1786,47,29,95.57,one-year,0
cust-1787,77,24,27.62,two-year,0
cust-1788,40,61,116.32,one-year,0
cust-1789,77,24,68.50,two-year,0
cust-1790,50,70,82.53,month-to-month,0
cust-1791,72,19,52.80,one-year,0
cust-1792,25,15,28.15,month-to-month,1
cust-1793,45,62,74.59,one-year,0
cust-1794,21,56,35.30,two-year,0
cust-1795,75,57,53.60,one-year,0
cust-1796,38,34,105.72,two-year,1
cust-1797,58,1,47.81,month-to-month,1
cust-1798,27,54,112.91,one-year,0
cust-1799,69,59,115.63,two-year,0
cust-1800,55,61,88.55,one-year,0
cust-1801,38,6,57.12,one-year,0
cust-1802,22,12,59.31,month-to-month,1
cust-1803,76,10,87.87,month-to-month,1
cust-1804,57,49,55.12,one-year,0
cust-1805,73,41,118.10,month-to-month,1
cust-1806,46,40,58.53,two-year,0
cust-1807,69,32,40.35,one-year,0
cust-1808,68,61,26.38,month-to-month,1
cust-1809,47,36,60.47,month-to-month,1
cust-1810,76,28,29.05,month-to-month,0
cust-1811,48,17,76.81,one-year,0
cust-1812,21,18,107.41,two-year,0
cust-1813,74,28,21.45,two-year,0
cust-1814,28,37,21.91,month-to-month,1
cust-1815,68,27,101.80,month-to-month,0
cust-1816,64,17,110.88,two-year,1
cust-1817,72,28,45.15,two-year,0
cust-1818,74,40,70.58,two-year,0
cust-1819,27,57,76.63,one-year,0
cust-1820,51,54,23.90,one-year,0
cust-1821,53,58,86.53,month-to-month,0
cust-1822,47,28,66.46,one-year,0
cust-1823,36,9,49.15,month-to-month,1
cust-1824,23,8,68.85,one-year,0
cust-1825,49,42,111.97,two-year,0
cust-1826,62,43,33.36,two-year,0
cust-1827,24,5,88.83,two-year,1
cust-1828,21,6,59.96,one-year,0
cust-1829,74,65,44.32,two-year,0
cust-1830,30,20,34.27,one-year,0
cust-1831,58,44,61.59,one-year,0
cust-1832,75,1,45.37,two-year,0
cust-1833,33,57,109.72,two-year,1
cust-1834,39,25,62.43,month-to-month,0
cust-1835,46,25,73.51,two-year,1
cust-1836,57,3,34.24,one-year,0
cust-1837,42,38,57.90,two-year,0
cust-1838,54,31,88.18,one-year,0
cust-1839,41,18,39.36,month-to-month,0
cust-1840,33,34,49.41,two-year,1
cust-1841,57,40,64.20,two-year,1
cust-1842,35,61,61.23,two-year,1
cust-1843,18,40,87.62,month-to-month,0
cust-1844,38,56,108.51,month-to-month,0
cust-1845,29,65,75.23,one-year,0
cust-1846,64,49,64.87,two-year,0
cust-1847,36,8,104.74,one-year,0
cust-1848,58,70,80.41,two-year,0
cust-1849,55,63,41.41,one-year,0
cust-1850,24,39,92.38,month-to-month,1
cust-1851,32,41,25.82,two-year,0
cust-1852,20,5,48.85,one-year,0
cust-1853,47,0,67.64,two-year,0
cust-1854,37,18,59.44,month-to-month,1
cust-1855,56,58,64.93,two-year,0
cust-1856,72,0,93.29,month-to-month,1
cust-1857,18,58,105.27,month-to-month,0
cust-1858,63,56,71.25,one-year,0
cust-1859,70,54,96.83,one-year,0
cust-1860,77,35,51.24,two-year,1
cust-1861,39,8,102.08,two-year,0
cust-1862,19,60,33.77,two-year,0
cust-1863,33,55,109.22,two-year,0
cust-1864,23,60,117.02,one-year,0
cust-1865,24,11,90.62,one-year,0
cust-1866,47,5,87.53,two-year,0
cust-1867,33,71,67.47,two-year,1
cust-1868,77,19,48.23,one-year,0
cust-1869,19,6,91.82,one-year,1
cust-1870,27,59,28.77,one-year,0
cust-1871,77,54,67.13,one-year,0
cust-1872,34,27,82.24,month-to-month,0
cust-1873,34,61,107.70,two-year,0
cust-1874,50,18,74.66,month-to-month,0
cust-1875,70,44,105.40,month-to-month,0
cust-1876,51,9,23.23,month-to-month,1
cust-1877,34,61,37.19,one-year,0
cust-1878,75,35,49.59,month-to-month,0
cust-1879,22,3,66.41,one-year,1
cust-1880,55,27,40.14,two-year,1
cust-1881,25,8,110.96,one-year,0
cust-1882,40,21,118.80,two-year,0
cust-1883,24,54,62.06,two-year,0
cust-1884,45,43,71.51,two-year,0
cust-1885,42,38,48.25,two-year,0
cust-1886,75,3,65.12,two-year,0
cust-1887,72,34,51.60,month-to-month,0
cust-1888,33,6,28.00,month-to-month,0
cust-1889,21,10,72.39,one-year,0
cust-1890,39,47,72.61,month-to-month,0
cust-1891,26,33,35.07,two-year,0
cust-1892,20,6,21.05,one-year,0
cust-1893,65,35,70.71,month-to-month,0
cust-1894,31,49,57.20,one-year,0
cust-1895,27,69,87.05,month-to-month,1
cust-1896,63,5,102.69,one-year,0
cust-1897,24,60,117.61,one-year,0
cust-1898,69,54,107.06,two-year,0
cust-1899,55,30,65.26,month-to-month,0
cust-1900,63,5,90.39,one-year,1
cust-1901,43,4,20.86,month-to-month,1
cust-1902,64,54,103.33,two-year,1
cust-1903,45,20,52.17,two-year,0
cust-1904,18,30,114.06,two-year,0
cust-1905,43,13,44.23,two-year,0
cust-1906,46,21,110.55,two-year,0
cust-1907,27,56,92.77,two-year,0
cust-1908,47,7,71.12,one-year,1
cust-1909,62,30,57.90,month-to-month,0
cust-1910,60,40,45.86,one-year,0
cust-1911,34,70,104.56,month-to-month,0
cust-1912,45,57,50.63,one-year,0
cust-1913,39,35,101.63,two-year,0
cust-1914,27,59,49.27,month-to-month,0
cust-1915,35,1,115.95,month-to-month,1
cust-1916,38,38,29.14,two-year,0
cust-1917,47,31,54.80,two-year,0
cust-1918,77,46,34.10,month-to-month,0
cust-1919,59,52,114.45,one-year,0
cust-1920,50,50,86.09,month-to-month,0
cust-1921,31,18,34.85,two-year,0
cust-1922,33,55,66.94,one-year,0
cust-1923,27,16,38.28,month-to-month,0
cust-1924,73,53,79.42,two-year,1
cust-1925,22,2,56.96,one-year,1
cust-1926,44,14,23.86,two-year,0
cust-1927,70,55,95.94,two-year,0
cust-1928,62,42,28.37,two-year,0
cust-1929,34,44,116.02,one-year,0
cust-1930,21,71,41.04,month-to-month,1
cust-1931,60,34,84.52,two-year,0
cust-1932,69,35,28.90,month-to-month,0
cust-1933,41,69,39.43,month-to-month,0
cust-1934,31,71,39.39,month-to-month,1
cust-1935,61,28,93.22,one-year,0
cust-1936,26,56,77.10,two-year,0
cust-1937,20,48,22.84,two-year,0
cust-1938,44,29,95.51,two-year,0
cust-1939,70,9,48.54,two-year,0
cust-1940,31,56,49.23,one-year,0
cust-1941,47,52,82.19,month-to-month,0
cust-1942,28,16,64.76,month-to-month,0
cust-1943,77,59,67.41,month-to-month,0
cust-1944,73,30,119.62,two-year,0
cust-1945,33,21,36.76,two-year,1
cust-1946,41,54,90.50,month-to-month,1
cust-1947,27,69,75.69,one-year,0
cust-1948,63,22,95.00,month-to-month,1
cust-1949,26,45,40.36,two-year,1
cust-1950,25,35,112.89,month-to-month,0
cust-1951,43,45,24.93,one-year,0
cust-1952,31,23,47.75,two-year,0
cust-1953,68,69,32.38,two-year,0
cust-1954,62,6,40.32,two-year,0
cust-1955,46,35,47.91,two-year,1
cust-1956,27,41,21.50,one-year,0
cust-1957,75,67,21.96,two-year,0
cust-1958,69,22,107.72,one-year,0
cust-1959,59,58,116.43,one-year,0
cust-1960,22,8,102.66,month-to-month,1
cust-1961,65,35,86.18,month-to-month,1
cust-1962,51,54,45.69,two-year,0
cust-1963,25,13,92.88,one-year,0
cust-1964,31,20,95.17,two-year,0
cust-1965,45,65,107.64,two-year,1
cust-1966,51,59,71.54,two-year,0
cust-1967,34,3,55.84,one-year,1
cust-1968,50,30,65.37,two-year,0
cust-1969,59,64,100.70,two-year,0
cust-1970,45,63,38.38,one-year,0
cust-1971,70,51,90.44,month-to-month,0
cust-1972,34,45,23.87,month-to-month,0
cust-1973,47,5,118.83,one-year,0
cust-1974,75,44,25.68,month-to-month,0
cust-1975,27,15,37.12,one-year,0
cust-1976,41,8,33.24,two-year,0
cust-1977,25,40,52.29,two-year,1
cust-1978,36,21,67.67,month-to-month,1
cust-1979,20,52,52.03,month-to-month,0
cust-1980,70,47,90.31,month-to-month,0
cust-1981,66,37,106.53,month-to-month,0
cust-1982,58,21,25.49,one-year,0
cust-1983,69,59,35.40,two-year,0
cust-1984,68,3,72.35,one-year,0
cust-1985,50,48,119.34,one-year,0
cust-1986,58,71,115.55,month-to-month,1
cust-1987,43,1,31.38,one-year,0
cust-1988,77,56,112.03,month-to-month,0
cust-1989,29,71,65.92,one-year,0
cust-1990,72,23,72.61,two-year,0
cust-1991,37,17,87.10,one-year,0
cust-1992,69,49,32.48,one-year,0
cust-1993,62,32,94.47,month-to-month,0
cust-1994,52,52,34.81,month-to-month,0
cust-1995,30,29,101.62,month-to-month,1
cust-1996,60,12,95.57,two-year,0
cust-1997,33,7,77.49,month-to-month,0
cust-1998,50,12,25.44,two-year,1
cust-1999,67,29,62.41,two-year,0
cust-2000,51,28,54.16,one-year,0
cust-2001,56,45,68.28,month-to-month,0
cust-2002,35,0,50.93,two-year,1
cust-2003,71,41,34.53,month-to-month,0
cust-2004,71,65,26.48,one-year,0
cust-2005,57,12,91.06,two-year,0
cust-2006,40,49,86.12,month-to-month,0
cust-2007,69,58,98.34,two-year,0
cust-2008,39,33,57.39,one-year,1
cust-2009,65,14,29.19,one-year,0
cust-2010,27,34,64.90,one-year,0
cust-2011,58,1,24.35,one-year,0
cust-2012,38,10,31.90,one-year,0
cust-2013,21,33,58.19,month-to-month,1
cust-2014,31,63,76.82,two-year,0
cust-2015,59,18,48.83,month-to-month,0
cust-2016,58,38,57.89,month-to-month,0
cust-2017,77,66,81.18,two-year,0
cust-2018,61,50,27.47,one-year,0
cust-2019,20,65,63.43,month-to-month,1
cust-2020,60,59,37.71,two-year,0
cust-2021,74,21,29.84,two-year,0
cust-2022,37,66,96.17,month-to-month,0
cust-2023,61,55,65.67,two-year,0
cust-2024,53,60,68.20,one-year,1
cust-2025,41,46,38.95,two-year,1
cust-2026,68,23,73.01,one-year,0
cust-2027,52,10,100.18,one-year,0
cust-2028,21,18,28.90,two-year,0
cust-2029,31,8,45.92,month-to-month,0
cust-2030,76,39,104.21,one-year,0
cust-2031,73,16,116.11,month-to-month,0
cust-2032,72,8,68.34,month-to-month,0
cust-2033,47,63,112.04,two-year,0
cust-2034,45,17,33.86,one-year,0
cust-2035,63,34,82.69,month-to-month,1
cust-2036,24,41,98.06,two-year,0
cust-2037,38,11,40.16,month-to-month,1
cust-2038,19,44,22.12,two-year,1
cust-2039,70,56,77.49,one-year,0
cust-2040,43,59,21.34,month-to-month,0
cust-2041,44,4,91.32,two-year,0
cust-2042,62,43,21.33,one-year,0
cust-2043,55,70,37.78,month-to-month,1
cust-2044,47,39,118.85,one-year,0
cust-2045,20,38,109.01,month-to-month,1
cust-2046,19,71,90.61,month-to-month,0
cust-2047,24,15,38.43,one-year,0
cust-2048,36,6,37.32,one-year,1
cust-2049,57,53,102.33,month-to-month,1
cust-2050,57,23,82.54,month-to-month,0
cust-2051,61,40,20.89,month-to-month,0
cust-2052,18,62,45.38,two-year,0
cust-2053,28,23,22.07,month-to-month,1
cust-2054,59,39,31.41,two-year,1
cust-2055,27,66,27.57,two-year,0
cust-2056,37,39,37.27,two-year,1
cust-2057,63,25,69.75,two-year,0
cust-2058,28,58,108.45,one-year,0
cust-2059,25,13,29.54,one-year,0
cust-2060,59,55,95.55,one-year,0
cust-2061,66,49,64.57,month-to-month,0
cust-2062,23,12,107.20,month-to-month,0
cust-2063,44,38,45.84,month-to-month,1
cust-2064,61,38,33.30,two-year,0
cust-2065,29,50,87.90,two-year,0
cust-2066,18,0,108.55,one-year,0
cust-2067,73,68,76.35,month-to-month,1
cust-2068,51,61,51.07,month-to-month,0
cust-2069,24,51,33.49,two-year,1
cust-2070,64,2,81.45,month-to-month,1
cust-2071,67,46,68.19,one-year,0
cust-2072,30,0,82.18,two-year,0
